HHS,Year,Quarter,Care_Type,NWA_Units,NWA_Price,ABF_Funded_Amt,Actual_Cost,Variance,Variance_Pct,FY
North West,2021,Q1,Mental Health,436.4,5234,2284120.0,2354764.0,-70645.0,-3.09,FY2021/22
North West,2021,Q1,Maternity,253.2,5234,1325310.0,1470115.0,-144805.0,-10.93,FY2021/22
North West,2021,Q2,Admitted Acute,2559.3,5234,13395478.0,13215173.0,180305.0,1.35,FY2021/22
North West,2021,Q2,Admitted Subacute,513.5,5234,2687881.0,2673326.0,14555.0,0.54,FY2021/22
North West,2021,Q2,Emergency Department,1377.8,5234,7211249.0,6913730.0,297519.0,4.13,FY2021/22
North West,2021,Q2,Outpatient,1109.7,5234,5808324.0,6107239.0,-298915.0,-5.15,FY2021/22
North West,2021,Q2,Mental Health,420.4,5234,2200166.0,2378501.0,-178335.0,-8.11,FY2021/22
North West,2021,Q2,Maternity,231.2,5234,1210198.0,1165146.0,45052.0,3.72,FY2021/22
North West,2021,Q3,Admitted Acute,2557.6,5234,13386420.0,13844685.0,-458264.0,-3.42,FY2021/22
North West,2021,Q3,Admitted Subacute,571.9,5234,2993446.0,3065052.0,-71605.0,-2.39,FY2021/22
North West,2021,Q3,Emergency Department,1302.1,5234,6814975.0,7423194.0,-608219.0,-8.92,FY2021/22
North West,2021,Q3,Outpatient,1163.6,5234,6090121.0,6504849.0,-414728.0,-6.81,FY2021/22
North West,2021,Q3,Mental Health,416.1,5234,2177710.0,2287335.0,-109624.0,-5.03,FY2021/22
North West,2021,Q3,Maternity,241.3,5234,1262761.0,1219283.0,43478.0,3.44,FY2021/22
North West,2021,Q4,Admitted Acute,2632.3,5234,13777225.0,13408810.0,368414.0,2.67,FY2021/22
North West,2021,Q4,Admitted Subacute,595.2,5234,3115183.0,3195620.0,-80437.0,-2.58,FY2021/22
North West,2021,Q4,Emergency Department,1288.8,5234,6745342.0,7029478.0,-284135.0,-4.21,FY2021/22
North West,2021,Q4,Outpatient,1176.6,5234,6158495.0,6617169.0,-458674.0,-7.45,FY2021/22
North West,2021,Q4,Mental Health,453.0,5234,2370964.0,2517948.0,-146984.0,-6.2,FY2021/22
North West,2021,Q4,Maternity,254.3,5234,1331221.0,1456840.0,-125618.0,-9.44,FY2021/22
North West,2022,Q1,Admitted Acute,2579.9,5389,13902851.0,14364457.0,-461606.0,-3.32,FY2022/23
North West,2022,Q1,Admitted Subacute,577.7,5389,3113304.0,3480373.0,-367070.0,-11.79,FY2022/23
North West,2022,Q1,Emergency Department,1583.1,5389,8531569.0,8162173.0,369395.0,4.33,FY2022/23
North West,2022,Q1,Outpatient,1249.2,5389,6731690.0,7453948.0,-722258.0,-10.73,FY2022/23
North West,2022,Q1,Mental Health,446.3,5389,2404980.0,2516934.0,-111953.0,-4.66,FY2022/23
North West,2022,Q1,Maternity,286.6,5389,1544574.0,1476258.0,68315.0,4.42,FY2022/23
North West,2022,Q2,Admitted Acute,2772.4,5389,14940414.0,14948621.0,-8207.0,-0.05,FY2022/23
North West,2022,Q2,Admitted Subacute,645.7,5389,3479935.0,3880406.0,-400471.0,-11.51,FY2022/23
North West,2022,Q2,Emergency Department,1583.2,5389,8531833.0,8793047.0,-261214.0,-3.06,FY2022/23
North West,2022,Q2,Outpatient,1279.4,5389,6894850.0,7540024.0,-645175.0,-9.36,FY2022/23
North West,2022,Q2,Mental Health,456.7,5389,2461155.0,2684913.0,-223757.0,-9.09,FY2022/23
North West,2022,Q2,Maternity,248.8,5389,1341006.0,1409888.0,-68882.0,-5.14,FY2022/23
North West,2022,Q3,Admitted Acute,2571.4,5389,13857295.0,13448455.0,408840.0,2.95,FY2022/23
North West,2022,Q3,Admitted Subacute,563.8,5389,3038090.0,3245802.0,-207711.0,-6.84,FY2022/23
North West,2022,Q3,Emergency Department,1440.3,5389,7761537.0,8329761.0,-568225.0,-7.32,FY2022/23
North West,2022,Q3,Outpatient,1125.3,5389,6064088.0,6085915.0,-21827.0,-0.36,FY2022/23
North West,2022,Q3,Mental Health,473.3,5389,2550529.0,2765852.0,-215323.0,-8.44,FY2022/23
North West,2022,Q3,Maternity,261.0,5389,1406294.0,1485611.0,-79317.0,-5.64,FY2022/23
North West,2022,Q4,Admitted Acute,2853.5,5389,15377352.0,16218443.0,-841091.0,-5.47,FY2022/23
North West,2022,Q4,Admitted Subacute,578.9,5389,3119430.0,2976398.0,143032.0,4.59,FY2022/23
North West,2022,Q4,Emergency Department,1565.7,5389,8437306.0,8045948.0,391358.0,4.64,FY2022/23
North West,2022,Q4,Outpatient,1281.9,5389,6908050.0,7183815.0,-275765.0,-3.99,FY2022/23
North West,2022,Q4,Mental Health,503.4,5389,2712566.0,2945285.0,-232720.0,-8.58,FY2022/23
North West,2022,Q4,Maternity,290.2,5389,1563679.0,1578723.0,-15044.0,-0.96,FY2022/23
North West,2023,Q1,Admitted Acute,2867.6,5512,15806006.0,16095703.0,-289697.0,-1.83,FY2023/24
North West,2023,Q1,Admitted Subacute,616.8,5512,3399568.0,3592242.0,-192674.0,-5.67,FY2023/24
North West,2023,Q1,Emergency Department,1602.9,5512,8835349.0,9871685.0,-1036335.0,-11.73,FY2023/24
North West,2023,Q1,Outpatient,1290.6,5512,7113887.0,7263424.0,-149536.0,-2.1,FY2023/24
North West,2023,Q1,Mental Health,475.2,5512,2619272.0,2816736.0,-197464.0,-7.54,FY2023/24
North West,2023,Q1,Maternity,263.5,5512,1452446.0,1407102.0,45344.0,3.12,FY2023/24
North West,2023,Q2,Admitted Acute,2686.0,5512,14805418.0,14788105.0,17313.0,0.12,FY2023/24
North West,2023,Q2,Admitted Subacute,598.6,5512,3299398.0,3265458.0,33940.0,1.03,FY2023/24
North West,2023,Q2,Emergency Department,1401.7,5512,7726096.0,7363268.0,362829.0,4.7,FY2023/24
North West,2023,Q2,Outpatient,1334.1,5512,7353389.0,7520468.0,-167080.0,-2.27,FY2023/24
North West,2023,Q2,Mental Health,472.3,5512,2603555.0,2774193.0,-170637.0,-6.55,FY2023/24
North West,2023,Q2,Maternity,262.6,5512,1447469.0,1608852.0,-161383.0,-11.15,FY2023/24
North West,2023,Q3,Admitted Acute,2876.0,5512,15852467.0,15300799.0,551668.0,3.48,FY2023/24
North West,2023,Q3,Admitted Subacute,610.6,5512,3365575.0,3700282.0,-334707.0,-9.95,FY2023/24
North West,2023,Q3,Emergency Department,1620.1,5512,8930130.0,9193196.0,-263066.0,-2.95,FY2023/24
North West,2023,Q3,Outpatient,1260.0,5512,6944874.0,6794836.0,150039.0,2.16,FY2023/24
North West,2023,Q3,Mental Health,519.1,5512,2861114.0,2830741.0,30373.0,1.06,FY2023/24
North West,2023,Q3,Maternity,294.5,5512,1623175.0,1721279.0,-98105.0,-6.04,FY2023/24
North West,2023,Q4,Admitted Acute,2797.4,5512,15419292.0,15992227.0,-572935.0,-3.72,FY2023/24
North West,2023,Q4,Admitted Subacute,592.1,5512,3263580.0,3198340.0,65240.0,2.0,FY2023/24
North West,2023,Q4,Emergency Department,1444.9,5512,7964055.0,7818269.0,145786.0,1.83,FY2023/24
North West,2023,Q4,Outpatient,1292.9,5512,7126232.0,7194083.0,-67851.0,-0.95,FY2023/24
North West,2023,Q4,Mental Health,447.2,5512,2464988.0,2747839.0,-282851.0,-11.47,FY2023/24
North West,2023,Q4,Maternity,291.9,5512,1608879.0,1782184.0,-173305.0,-10.77,FY2023/24
North West,2024,Q1,Admitted Acute,3035.2,5678,17233914.0,16881691.0,352223.0,2.04,FY2024/25
North West,2024,Q1,Admitted Subacute,622.3,5678,3533459.0,3812251.0,-278792.0,-7.89,FY2024/25
North West,2024,Q1,Emergency Department,1595.4,5678,9058625.0,8842688.0,215937.0,2.38,FY2024/25
North West,2024,Q1,Outpatient,1329.6,5678,7549362.0,7459939.0,89423.0,1.18,FY2024/25
North West,2024,Q1,Mental Health,470.4,5678,2671148.0,2781428.0,-110280.0,-4.13,FY2024/25
North West,2024,Q1,Maternity,285.4,5678,1620685.0,1699474.0,-78789.0,-4.86,FY2024/25
North West,2024,Q2,Admitted Acute,2628.7,5678,14925583.0,16405728.0,-1480145.0,-9.92,FY2024/25
North West,2024,Q2,Admitted Subacute,609.1,5678,3458353.0,3361580.0,96773.0,2.8,FY2024/25
North West,2024,Q2,Emergency Department,1643.1,5678,9329466.0,10378665.0,-1049199.0,-11.25,FY2024/25
North West,2024,Q2,Outpatient,1339.0,5678,7602591.0,8268713.0,-666122.0,-8.76,FY2024/25
North West,2024,Q2,Mental Health,504.4,5678,2864056.0,2989060.0,-125004.0,-4.36,FY2024/25
North West,2024,Q2,Maternity,262.7,5678,1491408.0,1520397.0,-28989.0,-1.94,FY2024/25
North West,2024,Q3,Admitted Acute,2755.2,5678,15644081.0,15552691.0,91390.0,0.58,FY2024/25
North West,2024,Q3,Admitted Subacute,655.4,5678,3721553.0,3849198.0,-127645.0,-3.43,FY2024/25
North West,2024,Q3,Emergency Department,1443.2,5678,8194398.0,8091404.0,102994.0,1.26,FY2024/25
North West,2024,Q3,Outpatient,1302.7,5678,7396929.0,7122815.0,274114.0,3.71,FY2024/25
North West,2024,Q3,Mental Health,519.8,5678,2951680.0,3052554.0,-100873.0,-3.42,FY2024/25
North West,2024,Q3,Maternity,280.4,5678,1591977.0,1672705.0,-80728.0,-5.07,FY2024/25
North West,2024,Q4,Admitted Acute,2958.6,5678,16798967.0,16952301.0,-153334.0,-0.91,FY2024/25
North West,2024,Q4,Admitted Subacute,650.8,5678,3695450.0,3866086.0,-170635.0,-4.62,FY2024/25
North West,2024,Q4,Emergency Department,1489.2,5678,8455760.0,9295984.0,-840224.0,-9.94,FY2024/25
North West,2024,Q4,Outpatient,1325.9,5678,7528198.0,7994470.0,-466273.0,-6.19,FY2024/25
North West,2024,Q4,Mental Health,519.8,5678,2951401.0,3238985.0,-287585.0,-9.74,FY2024/25
North West,2024,Q4,Maternity,290.6,5678,1650176.0,1802475.0,-152299.0,-9.23,FY2024/25
Torres and Cape,2019,Q1,Admitted Acute,1856.9,5012,9306641.0,9917380.0,-610738.0,-6.56,FY2019/20
Torres and Cape,2019,Q1,Admitted Subacute,412.7,5012,2068382.0,2229637.0,-161255.0,-7.8,FY2019/20
Torres and Cape,2019,Q1,Emergency Department,935.9,5012,4690846.0,5158749.0,-467903.0,-9.97,FY2019/20
Torres and Cape,2019,Q1,Outpatient,858.2,5012,4301253.0,4107576.0,193677.0,4.5,FY2019/20
Torres and Cape,2019,Q1,Mental Health,331.4,5012,1661083.0,1614420.0,46663.0,2.81,FY2019/20
Torres and Cape,2019,Q1,Maternity,175.3,5012,878360.0,945464.0,-67104.0,-7.64,FY2019/20
Torres and Cape,2019,Q2,Admitted Acute,1702.3,5012,8531922.0,9291727.0,-759805.0,-8.91,FY2019/20
Torres and Cape,2019,Q2,Admitted Subacute,426.5,5012,2137730.0,2215264.0,-77534.0,-3.63,FY2019/20
Torres and Cape,2019,Q2,Emergency Department,911.8,5012,4569999.0,4564499.0,5500.0,0.12,FY2019/20
Torres and Cape,2019,Q2,Outpatient,825.2,5012,4135670.0,4618724.0,-483053.0,-11.68,FY2019/20
Torres and Cape,2019,Q2,Mental Health,321.6,5012,1612077.0,1602673.0,9404.0,0.58,FY2019/20
Torres and Cape,2019,Q2,Maternity,183.9,5012,921503.0,960020.0,-38517.0,-4.18,FY2019/20
Torres and Cape,2019,Q3,Admitted Acute,1880.6,5012,9425545.0,9125687.0,299858.0,3.18,FY2019/20
Torres and Cape,2019,Q3,Admitted Subacute,421.9,5012,2114636.0,2203483.0,-88847.0,-4.2,FY2019/20
Torres and Cape,2019,Q3,Emergency Department,1063.3,5012,5329450.0,5372716.0,-43266.0,-0.81,FY2019/20
Torres and Cape,2019,Q3,Outpatient,827.2,5012,4145865.0,4595463.0,-449597.0,-10.84,FY2019/20
Torres and Cape,2019,Q3,Mental Health,295.0,5012,1478372.0,1640001.0,-161629.0,-10.93,FY2019/20
Torres and Cape,2019,Q3,Maternity,185.4,5012,929280.0,893533.0,35747.0,3.85,FY2019/20
Torres and Cape,2019,Q4,Admitted Acute,1742.7,5012,8734300.0,9349101.0,-614801.0,-7.04,FY2019/20
Torres and Cape,2019,Q4,Admitted Subacute,377.0,5012,1889345.0,1981864.0,-92519.0,-4.9,FY2019/20
Torres and Cape,2019,Q4,Emergency Department,965.6,5012,4839526.0,5108389.0,-268863.0,-5.56,FY2019/20
Torres and Cape,2019,Q4,Outpatient,751.1,5012,3764654.0,4134198.0,-369543.0,-9.82,FY2019/20
Torres and Cape,2019,Q4,Mental Health,338.9,5012,1698386.0,1893206.0,-194821.0,-11.47,FY2019/20
Torres and Cape,2019,Q4,Maternity,187.2,5012,938196.0,912034.0,26162.0,2.79,FY2019/20
Torres and Cape,2020,Q1,Admitted Acute,1690.7,5127,8668171.0,8270993.0,397178.0,4.58,FY2020/21
Torres and Cape,2020,Q1,Admitted Subacute,337.4,5127,1729739.0,1738411.0,-8672.0,-0.5,FY2020/21
Torres and Cape,2020,Q1,Emergency Department,891.4,5127,4569989.0,4940018.0,-370029.0,-8.1,FY2020/21
Torres and Cape,2020,Q1,Outpatient,752.0,5127,3855745.0,3955237.0,-99492.0,-2.58,FY2020/21
Torres and Cape,2020,Q1,Mental Health,273.8,5127,1403972.0,1571762.0,-167790.0,-11.95,FY2020/21
Torres and Cape,2020,Q1,Maternity,160.4,5127,822588.0,844581.0,-21993.0,-2.67,FY2020/21
Torres and Cape,2020,Q2,Admitted Acute,1536.2,5127,7876187.0,8546590.0,-670402.0,-8.51,FY2020/21
Torres and Cape,2020,Q2,Admitted Subacute,376.6,5127,1930985.0,1906908.0,24078.0,1.25,FY2020/21
Torres and Cape,2020,Q2,Emergency Department,833.3,5127,4272390.0,4553022.0,-280631.0,-6.57,FY2020/21
Torres and Cape,2020,Q2,Outpatient,748.7,5127,3838494.0,3824883.0,13611.0,0.35,FY2020/21
Torres and Cape,2020,Q2,Mental Health,304.6,5127,1561821.0,1523837.0,37984.0,2.43,FY2020/21
Torres and Cape,2020,Q2,Maternity,160.6,5127,823408.0,914324.0,-90916.0,-11.04,FY2020/21
Torres and Cape,2020,Q3,Admitted Acute,1602.7,5127,8217284.0,8698401.0,-481117.0,-5.85,FY2020/21
Torres and Cape,2020,Q3,Admitted Subacute,359.3,5127,1842256.0,1836023.0,6233.0,0.34,FY2020/21
Torres and Cape,2020,Q3,Emergency Department,962.1,5127,4932836.0,5029455.0,-96618.0,-1.96,FY2020/21
Torres and Cape,2020,Q3,Outpatient,776.7,5127,3982089.0,3938654.0,43436.0,1.09,FY2020/21
Torres and Cape,2020,Q3,Mental Health,271.1,5127,1389866.0,1327729.0,62137.0,4.47,FY2020/21
Torres and Cape,2020,Q3,Maternity,166.3,5127,852620.0,863405.0,-10785.0,-1.26,FY2020/21
Torres and Cape,2020,Q4,Admitted Acute,1718.3,5127,8809476.0,9077686.0,-268211.0,-3.04,FY2020/21
Torres and Cape,2020,Q4,Admitted Subacute,392.7,5127,2013248.0,1976083.0,37166.0,1.85,FY2020/21
Torres and Cape,2020,Q4,Emergency Department,945.6,5127,4848336.0,5246003.0,-397668.0,-8.2,FY2020/21
Torres and Cape,2020,Q4,Outpatient,762.3,5127,3908264.0,4274128.0,-365865.0,-9.36,FY2020/21
Torres and Cape,2020,Q4,Mental Health,296.0,5127,1517573.0,1603252.0,-85678.0,-5.65,FY2020/21
Torres and Cape,2020,Q4,Maternity,152.8,5127,783306.0,748472.0,34834.0,4.45,FY2020/21
Torres and Cape,2021,Q1,Admitted Acute,1896.2,5234,9924860.0,10469046.0,-544186.0,-5.48,FY2021/22
Torres and Cape,2021,Q1,Admitted Subacute,418.7,5234,2191480.0,2261298.0,-69818.0,-3.19,FY2021/22
Torres and Cape,2021,Q1,Emergency Department,917.3,5234,4801146.0,4663265.0,137881.0,2.87,FY2021/22
Torres and Cape,2021,Q1,Outpatient,823.2,5234,4308663.0,4408418.0,-99754.0,-2.32,FY2021/22
Torres and Cape,2021,Q1,Mental Health,296.0,5234,1549304.0,1601316.0,-52012.0,-3.36,FY2021/22
Torres and Cape,2021,Q1,Maternity,165.3,5234,865036.0,907366.0,-42331.0,-4.89,FY2021/22
Torres and Cape,2021,Q2,Admitted Acute,1710.9,5234,8955034.0,9721451.0,-766417.0,-8.56,FY2021/22
Torres and Cape,2021,Q2,Admitted Subacute,387.6,5234,2028731.0,2084293.0,-55562.0,-2.74,FY2021/22
Torres and Cape,2021,Q2,Emergency Department,900.8,5234,4714663.0,4536996.0,177668.0,3.77,FY2021/22
Torres and Cape,2021,Q2,Outpatient,785.7,5234,4112450.0,4242360.0,-129911.0,-3.16,FY2021/22
Torres and Cape,2021,Q2,Mental Health,315.9,5234,1653319.0,1652629.0,690.0,0.04,FY2021/22
Torres and Cape,2021,Q2,Maternity,183.2,5234,958882.0,1051146.0,-92264.0,-9.62,FY2021/22
Torres and Cape,2021,Q3,Admitted Acute,1856.1,5234,9715086.0,9294764.0,420321.0,4.33,FY2021/22
Torres and Cape,2021,Q3,Admitted Subacute,398.5,5234,2085688.0,2018608.0,67080.0,3.22,FY2021/22
Torres and Cape,2021,Q3,Emergency Department,936.8,5234,4903217.0,5480486.0,-577269.0,-11.77,FY2021/22
Torres and Cape,2021,Q3,Outpatient,753.7,5234,3945074.0,4082406.0,-137332.0,-3.48,FY2021/22
Torres and Cape,2021,Q3,Mental Health,316.8,5234,1658040.0,1773140.0,-115100.0,-6.94,FY2021/22
Torres and Cape,2021,Q3,Maternity,179.4,5234,938747.0,893369.0,45378.0,4.83,FY2021/22
Torres and Cape,2021,Q4,Admitted Acute,1727.3,5234,9040534.0,9384174.0,-343640.0,-3.8,FY2021/22
Torres and Cape,2021,Q4,Admitted Subacute,373.4,5234,1954250.0,1973023.0,-18774.0,-0.96,FY2021/22
Torres and Cape,2021,Q4,Emergency Department,904.2,5234,4732324.0,4558924.0,173400.0,3.66,FY2021/22
Torres and Cape,2021,Q4,Outpatient,786.3,5234,4115415.0,4002495.0,112920.0,2.74,FY2021/22
Torres and Cape,2021,Q4,Mental Health,314.3,5234,1644862.0,1755412.0,-110550.0,-6.72,FY2021/22
Torres and Cape,2021,Q4,Maternity,186.2,5234,974594.0,959025.0,15569.0,1.6,FY2021/22
Torres and Cape,2022,Q1,Admitted Acute,1832.1,5389,9872932.0,9554791.0,318140.0,3.22,FY2022/23
Torres and Cape,2022,Q1,Admitted Subacute,444.9,5389,2397451.0,2565515.0,-168063.0,-7.01,FY2022/23
Torres and Cape,2022,Q1,Emergency Department,984.5,5389,5305408.0,5884526.0,-579118.0,-10.92,FY2022/23
Torres and Cape,2022,Q1,Outpatient,808.3,5389,4356094.0,4539139.0,-183045.0,-4.2,FY2022/23
Torres and Cape,2022,Q1,Mental Health,350.0,5389,1885891.0,2070830.0,-184939.0,-9.81,FY2022/23
Torres and Cape,2022,Q1,Maternity,200.1,5389,1078491.0,1171558.0,-93067.0,-8.63,FY2022/23
Torres and Cape,2022,Q2,Admitted Acute,1885.3,5389,10159848.0,11059201.0,-899352.0,-8.85,FY2022/23
Torres and Cape,2022,Q2,Admitted Subacute,406.1,5389,2188612.0,2412110.0,-223498.0,-10.21,FY2022/23
Torres and Cape,2022,Q2,Emergency Department,1072.4,5389,5778916.0,6292896.0,-513980.0,-8.89,FY2022/23
Torres and Cape,2022,Q2,Outpatient,864.1,5389,4656673.0,4933317.0,-276645.0,-5.94,FY2022/23
Torres and Cape,2022,Q2,Mental Health,340.1,5389,1832559.0,1968847.0,-136288.0,-7.44,FY2022/23
Torres and Cape,2022,Q2,Maternity,180.5,5389,972969.0,934303.0,38666.0,3.97,FY2022/23
Torres and Cape,2022,Q3,Admitted Acute,1856.7,5389,10005773.0,9776867.0,228906.0,2.29,FY2022/23
Torres and Cape,2022,Q3,Admitted Subacute,461.3,5389,2485803.0,2454149.0,31653.0,1.27,FY2022/23
Torres and Cape,2022,Q3,Emergency Department,1145.3,5389,6171916.0,6216800.0,-44884.0,-0.73,FY2022/23
Torres and Cape,2022,Q3,Outpatient,826.5,5389,4453807.0,4829035.0,-375228.0,-8.42,FY2022/23
Torres and Cape,2022,Q3,Mental Health,347.2,5389,1871189.0,1936107.0,-64918.0,-3.47,FY2022/23
Torres and Cape,2022,Q3,Maternity,195.2,5389,1052009.0,1128031.0,-76023.0,-7.23,FY2022/23
Torres and Cape,2022,Q4,Admitted Acute,1850.9,5389,9974660.0,11165402.0,-1190743.0,-11.94,FY2022/23
Torres and Cape,2022,Q4,Admitted Subacute,468.4,5389,2524472.0,2677342.0,-152870.0,-6.06,FY2022/23
Torres and Cape,2022,Q4,Emergency Department,1013.1,5389,5459532.0,5817889.0,-358357.0,-6.56,FY2022/23
Torres and Cape,2022,Q4,Outpatient,811.1,5389,4371280.0,4175495.0,195786.0,4.48,FY2022/23
Torres and Cape,2022,Q4,Mental Health,325.5,5389,1754099.0,1804347.0,-50248.0,-2.86,FY2022/23
Torres and Cape,2022,Q4,Maternity,204.9,5389,1104215.0,1185506.0,-81291.0,-7.36,FY2022/23
Torres and Cape,2023,Q1,Admitted Acute,2056.9,5512,11337575.0,11590786.0,-253212.0,-2.23,FY2023/24
Torres and Cape,2023,Q1,Admitted Subacute,434.5,5512,2395065.0,2426384.0,-31319.0,-1.31,FY2023/24
Torres and Cape,2023,Q1,Emergency Department,1174.0,5512,6470912.0,6191489.0,279423.0,4.32,FY2023/24
Torres and Cape,2023,Q1,Outpatient,943.3,5512,5199602.0,5451132.0,-251530.0,-4.84,FY2023/24
Torres and Cape,2023,Q1,Mental Health,343.1,5512,1891150.0,2029759.0,-138610.0,-7.33,FY2023/24
Torres and Cape,2023,Q1,Maternity,197.6,5512,1089048.0,1196300.0,-107252.0,-9.85,FY2023/24
Torres and Cape,2023,Q2,Admitted Acute,2106.9,5512,11613466.0,11865392.0,-251926.0,-2.17,FY2023/24
Torres and Cape,2023,Q2,Admitted Subacute,429.6,5512,2367913.0,2487965.0,-120052.0,-5.07,FY2023/24
Torres and Cape,2023,Q2,Emergency Department,1160.9,5512,6398606.0,6307826.0,90780.0,1.42,FY2023/24
Torres and Cape,2023,Q2,Outpatient,908.5,5512,5007818.0,5295093.0,-287275.0,-5.74,FY2023/24
Torres and Cape,2023,Q2,Mental Health,359.4,5512,1981144.0,1926398.0,54746.0,2.76,FY2023/24
Torres and Cape,2023,Q2,Maternity,204.8,5512,1129063.0,1247091.0,-118027.0,-10.45,FY2023/24
Torres and Cape,2023,Q3,Admitted Acute,1878.5,5512,10354422.0,10254837.0,99585.0,0.96,FY2023/24
Torres and Cape,2023,Q3,Admitted Subacute,479.1,5512,2640805.0,2590012.0,50793.0,1.92,FY2023/24
Torres and Cape,2023,Q3,Emergency Department,1150.7,5512,6342923.0,6556599.0,-213676.0,-3.37,FY2023/24
Torres and Cape,2023,Q3,Outpatient,855.0,5512,4712569.0,5174530.0,-461961.0,-9.8,FY2023/24
Torres and Cape,2023,Q3,Mental Health,343.5,5512,1893194.0,1964225.0,-71031.0,-3.75,FY2023/24
Torres and Cape,2023,Q3,Maternity,193.5,5512,1066795.0,1120990.0,-54195.0,-5.08,FY2023/24
Torres and Cape,2023,Q4,Admitted Acute,1873.4,5512,10326205.0,10496421.0,-170216.0,-1.65,FY2023/24
Torres and Cape,2023,Q4,Admitted Subacute,479.0,5512,2640026.0,2623876.0,16150.0,0.61,FY2023/24
Torres and Cape,2023,Q4,Emergency Department,1116.3,5512,6153100.0,6185602.0,-32503.0,-0.53,FY2023/24
Torres and Cape,2023,Q4,Outpatient,930.0,5512,5126085.0,4983828.0,142256.0,2.78,FY2023/24
Torres and Cape,2023,Q4,Mental Health,372.5,5512,2053478.0,2109218.0,-55740.0,-2.71,FY2023/24
Torres and Cape,2023,Q4,Maternity,189.6,5512,1045285.0,1006081.0,39204.0,3.75,FY2023/24
Torres and Cape,2024,Q1,Admitted Acute,1918.0,5678,10890413.0,11308186.0,-417773.0,-3.84,FY2024/25
Torres and Cape,2024,Q1,Admitted Subacute,443.7,5678,2519570.0,2748625.0,-229055.0,-9.09,FY2024/25
Torres and Cape,2024,Q1,Emergency Department,1101.4,5678,6253943.0,6205672.0,48272.0,0.77,FY2024/25
Torres and Cape,2024,Q1,Outpatient,928.3,5678,5271056.0,5640832.0,-369776.0,-7.02,FY2024/25
Torres and Cape,2024,Q1,Mental Health,335.5,5678,1904948.0,1863982.0,40965.0,2.15,FY2024/25
Torres and Cape,2024,Q1,Maternity,187.5,5678,1064558.0,1144600.0,-80042.0,-7.52,FY2024/25
Torres and Cape,2024,Q2,Admitted Acute,2078.1,5678,11799297.0,12161385.0,-362088.0,-3.07,FY2024/25
Torres and Cape,2024,Q2,Admitted Subacute,480.7,5678,2729500.0,2966868.0,-237368.0,-8.7,FY2024/25
Torres and Cape,2024,Q2,Emergency Department,1129.0,5678,6410236.0,7035914.0,-625678.0,-9.76,FY2024/25
Torres and Cape,2024,Q2,Outpatient,868.4,5678,4930557.0,4777840.0,152717.0,3.1,FY2024/25
Torres and Cape,2024,Q2,Mental Health,341.3,5678,1938014.0,1859921.0,78093.0,4.03,FY2024/25
Torres and Cape,2024,Q2,Maternity,203.5,5678,1155529.0,1281739.0,-126210.0,-10.92,FY2024/25
Torres and Cape,2024,Q3,Admitted Acute,1875.7,5678,10650493.0,10339059.0,311434.0,2.92,FY2024/25
Torres and Cape,2024,Q3,Admitted Subacute,452.1,5678,2567253.0,2846464.0,-279211.0,-10.88,FY2024/25
Torres and Cape,2024,Q3,Emergency Department,1081.0,5678,6137856.0,6360230.0,-222374.0,-3.62,FY2024/25
Torres and Cape,2024,Q3,Outpatient,844.4,5678,4794567.0,4675750.0,118817.0,2.48,FY2024/25
Torres and Cape,2024,Q3,Mental Health,382.0,5678,2168808.0,2416205.0,-247396.0,-11.41,FY2024/25
Torres and Cape,2024,Q3,Maternity,186.5,5678,1058720.0,1177094.0,-118373.0,-11.18,FY2024/25
Torres and Cape,2024,Q4,Admitted Acute,2070.1,5678,11753885.0,12900431.0,-1146546.0,-9.75,FY2024/25
Torres and Cape,2024,Q4,Admitted Subacute,452.3,5678,2568304.0,2665004.0,-96700.0,-3.77,FY2024/25
Torres and Cape,2024,Q4,Emergency Department,1111.8,5678,6312587.0,6712596.0,-400009.0,-6.34,FY2024/25
Torres and Cape,2024,Q4,Outpatient,858.7,5678,4875762.0,4656818.0,218944.0,4.49,FY2024/25
Torres and Cape,2024,Q4,Mental Health,343.5,5678,1950306.0,2086429.0,-136123.0,-6.98,FY2024/25
Torres and Cape,2024,Q4,Maternity,192.8,5678,1094946.0,1165552.0,-70606.0,-6.45,FY2024/25
Metro North,2019,Q1,Admitted Acute,45157.8,5012,226330938.0,218627340.0,7703599.0,3.4,FY2019/20
Metro North,2019,Q1,Admitted Subacute,9711.0,5012,48671404.0,49909484.0,-1238081.0,-2.54,FY2019/20
Metro North,2019,Q1,Emergency Department,24460.7,5012,122596797.0,120159016.0,2437780.0,1.99,FY2019/20
Metro North,2019,Q1,Outpatient,19482.5,5012,97646294.0,106676585.0,-9030290.0,-9.25,FY2019/20
Metro North,2019,Q1,Mental Health,7872.9,5012,39458806.0,42069091.0,-2610285.0,-6.62,FY2019/20
Metro North,2019,Q1,Maternity,4198.1,5012,21040884.0,22198849.0,-1157965.0,-5.5,FY2019/20
Metro North,2019,Q2,Admitted Acute,44479.0,5012,222928956.0,233407432.0,-10478476.0,-4.7,FY2019/20
Metro North,2019,Q2,Admitted Subacute,8739.9,5012,43804606.0,48546948.0,-4742343.0,-10.83,FY2019/20
Metro North,2019,Q2,Emergency Department,23800.5,5012,119288060.0,127042652.0,-7754592.0,-6.5,FY2019/20
Metro North,2019,Q2,Outpatient,18040.2,5012,90417491.0,96024327.0,-5606837.0,-6.2,FY2019/20
