HHS,Funding_Stream,Year,Allocation,Commonwealth,State,Drawn,Undrawn,Utilisation_Pct
Metro South,National Health Reform Agreement,2021,944299796.0,481592896.0,462706900.0,901220105.0,43079690.0,95.44
Metro South,National Health Reform Agreement,2022,1028633307.0,529746153.0,498887154.0,994445809.0,34187498.0,96.68
Metro South,National Health Reform Agreement,2023,1036707504.0,539087902.0,497619602.0,1029037115.0,7670389.0,99.26
Metro South,National Health Reform Agreement,2024,1050047266.0,551274815.0,498772451.0,1045237068.0,4810198.0,99.54
Metro South,Preventive Health,2019,85085457.0,42542728.0,42542728.0,79960494.0,5124963.0,93.98
Metro South,Preventive Health,2020,86838581.0,43853483.0,42985098.0,86299134.0,539447.0,99.38
Metro South,Preventive Health,2021,91424736.0,46626615.0,44798121.0,90620268.0,804468.0,99.12
Metro South,Preventive Health,2022,91450212.0,47096859.0,44353353.0,89801550.0,1648662.0,98.2
Metro South,Preventive Health,2023,91566770.0,47614720.0,43952050.0,85632432.0,5934338.0,93.52
Metro South,Preventive Health,2024,95950305.0,50373910.0,45576395.0,93027398.0,2922907.0,96.95
Metro South,Public Health,2019,115458109.0,57729054.0,57729054.0,109429057.0,6029052.0,94.78
Metro South,Public Health,2020,121453441.0,61333988.0,60119453.0,120358306.0,1095134.0,99.1
Metro South,Public Health,2021,122337558.0,62392155.0,59945404.0,116263752.0,6073806.0,95.04
Metro South,Public Health,2022,126082014.0,64932237.0,61149777.0,125724038.0,357976.0,99.72
Metro South,Public Health,2023,136360144.0,70907275.0,65452869.0,133299888.0,3060257.0,97.76
Metro South,Public Health,2024,139035445.0,72993609.0,66041836.0,133628018.0,5407427.0,96.11
Metro South,Teaching & Research,2019,116747645.0,58373823.0,58373823.0,113556909.0,3190737.0,97.27
Metro South,Teaching & Research,2020,120376169.0,60789965.0,59586204.0,118285396.0,2090773.0,98.26
Metro South,Teaching & Research,2021,128323452.0,65444961.0,62878492.0,125211892.0,3111561.0,97.58
Metro South,Teaching & Research,2022,130026238.0,66963513.0,63062725.0,123341341.0,6684897.0,94.86
Metro South,Teaching & Research,2023,134805134.0,70098670.0,64706465.0,130739399.0,4065735.0,96.98
Metro South,Teaching & Research,2024,129552098.0,68014851.0,61537247.0,122707900.0,6844198.0,94.72
North West,Capital Funding,2019,6207313.0,3103657.0,3103657.0,6079044.0,128270.0,97.93
North West,Capital Funding,2020,6745775.0,3406616.0,3339159.0,6451568.0,294207.0,95.64
North West,Capital Funding,2021,6725861.0,3430189.0,3295672.0,6680886.0,44975.0,99.33
North West,Capital Funding,2022,7224216.0,3720471.0,3503745.0,6816703.0,407513.0,94.36
North West,Capital Funding,2023,7209781.0,3749086.0,3460695.0,6953306.0,256475.0,96.44
North West,Capital Funding,2024,7256972.0,3809910.0,3447062.0,6895623.0,361349.0,95.02
North West,Indigenous Health,2019,21046189.0,10523095.0,10523095.0,20838189.0,208000.0,99.01
North West,Indigenous Health,2020,21291293.0,10752103.0,10539190.0,21024678.0,266615.0,98.75
North West,Indigenous Health,2021,23241827.0,11853332.0,11388495.0,22210766.0,1031061.0,95.56
North West,Indigenous Health,2022,23884872.0,12300709.0,11584163.0,23396705.0,488167.0,97.96
North West,Indigenous Health,2023,23164856.0,12045725.0,11119131.0,22752179.0,412677.0,98.22
North West,Indigenous Health,2024,24926954.0,13086651.0,11840303.0,23450734.0,1476219.0,94.08
North West,Mental Health,2019,12439526.0,6219763.0,6219763.0,12253502.0,186024.0,98.5
North West,Mental Health,2020,13211729.0,6671923.0,6539806.0,12737849.0,473880.0,96.41
North West,Mental Health,2021,14096443.0,7189186.0,6907257.0,13965902.0,130542.0,99.07
North West,Mental Health,2022,13647150.0,7028282.0,6618868.0,13181985.0,465165.0,96.59
North West,Mental Health,2023,14862133.0,7728309.0,7133824.0,14385327.0,476806.0,96.79
North West,Mental Health,2024,15386466.0,8077895.0,7308571.0,14474325.0,912141.0,94.07
North West,National Health Reform Agreement,2019,56651728.0,28325864.0,28325864.0,55438217.0,1213511.0,97.86
North West,National Health Reform Agreement,2020,60394650.0,30499298.0,29895352.0,60087821.0,306829.0,99.49
North West,National Health Reform Agreement,2021,64222113.0,32753278.0,31468836.0,63717504.0,504609.0,99.21
North West,National Health Reform Agreement,2022,66756493.0,34379594.0,32376899.0,64389643.0,2366850.0,96.45
North West,National Health Reform Agreement,2023,68022683.0,35371795.0,32650888.0,67514318.0,508365.0,99.25
North West,National Health Reform Agreement,2024,66095708.0,34700247.0,31395461.0,62374298.0,3721410.0,94.37
North West,Preventive Health,2019,5218769.0,2609385.0,2609385.0,5005809.0,212960.0,95.92
North West,Preventive Health,2020,5530096.0,2792698.0,2737397.0,5409794.0,120301.0,97.82
North West,Preventive Health,2021,5440394.0,2774601.0,2665793.0,5204373.0,236021.0,95.66
North West,Preventive Health,2022,5983094.0,3081293.0,2901801.0,5889639.0,93455.0,98.44
North West,Preventive Health,2023,6077235.0,3160162.0,2917073.0,5883830.0,193406.0,96.82
North West,Preventive Health,2024,6063267.0,3183215.0,2880052.0,5889502.0,173766.0,97.13
North West,Public Health,2019,7232611.0,3616305.0,3616305.0,7012704.0,219907.0,96.96
North West,Public Health,2020,7654224.0,3865383.0,3788841.0,7157192.0,497032.0,93.51
North West,Public Health,2021,7996935.0,4078437.0,3918498.0,7776557.0,220378.0,97.24
North West,Public Health,2022,8010399.0,4125356.0,3885044.0,7933066.0,77333.0,99.03
North West,Public Health,2023,8413222.0,4374875.0,4038347.0,8205749.0,207473.0,97.53
North West,Public Health,2024,8851416.0,4646994.0,4204423.0,8718328.0,133088.0,98.5
North West,Teaching & Research,2019,7696950.0,3848475.0,3848475.0,7392324.0,304626.0,96.04
North West,Teaching & Research,2020,7447942.0,3761211.0,3686731.0,7257010.0,190931.0,97.44
North West,Teaching & Research,2021,7934541.0,4046616.0,3887925.0,7637273.0,297268.0,96.25
North West,Teaching & Research,2022,7929498.0,4083691.0,3845807.0,7915957.0,13541.0,99.83
North West,Teaching & Research,2023,8188824.0,4258189.0,3930636.0,7775370.0,413454.0,94.95
North West,Teaching & Research,2024,8951231.0,4699396.0,4251835.0,8841999.0,109232.0,98.78
South West,Capital Funding,2019,3924845.0,1962422.0,1962422.0,3810507.0,114337.0,97.09
South West,Capital Funding,2020,4062996.0,2051813.0,2011183.0,3871614.0,191382.0,95.29
South West,Capital Funding,2021,3962581.0,2020917.0,1941665.0,3882249.0,80333.0,97.97
South West,Capital Funding,2022,4173181.0,2149188.0,2023993.0,4004797.0,168384.0,95.97
South West,Capital Funding,2023,4311978.0,2242229.0,2069750.0,4094486.0,217492.0,94.96
South West,Capital Funding,2024,4588920.0,2409183.0,2179737.0,4557357.0,31563.0,99.31
South West,Indigenous Health,2019,5170368.0,2585184.0,2585184.0,4819585.0,350783.0,93.22
South West,Indigenous Health,2020,5152059.0,2601790.0,2550269.0,5015602.0,136457.0,97.35
South West,Indigenous Health,2021,5559804.0,2835500.0,2724304.0,5259481.0,300323.0,94.6
South West,Indigenous Health,2022,5408312.0,2785280.0,2623031.0,5181709.0,226603.0,95.81
South West,Indigenous Health,2023,5622094.0,2923489.0,2698605.0,5429341.0,192753.0,96.57
South West,Indigenous Health,2024,5864302.0,3078758.0,2785543.0,5803636.0,60666.0,98.97
South West,Mental Health,2019,7938533.0,3969266.0,3969266.0,7690976.0,247556.0,96.88
South West,Mental Health,2020,7776617.0,3927191.0,3849425.0,7580695.0,195922.0,97.48
South West,Mental Health,2021,8228623.0,4196598.0,4032025.0,8087698.0,140926.0,98.29
South West,Mental Health,2022,8358955.0,4304862.0,4054093.0,8164654.0,194301.0,97.68
South West,Mental Health,2023,8854721.0,4604455.0,4250266.0,8612798.0,241924.0,97.27
South West,Mental Health,2024,8672683.0,4553158.0,4119524.0,8535058.0,137624.0,98.41
South West,National Health Reform Agreement,2019,36394029.0,18197014.0,18197014.0,35613111.0,780918.0,97.85
South West,National Health Reform Agreement,2020,35083564.0,17717200.0,17366364.0,34266367.0,817197.0,97.67
South West,National Health Reform Agreement,2021,36579752.0,18655674.0,17924079.0,35016839.0,1562913.0,95.73
South West,National Health Reform Agreement,2022,39557995.0,20372368.0,19185628.0,37477721.0,2080275.0,94.74
South West,National Health Reform Agreement,2023,38906624.0,20231444.0,18675179.0,37381877.0,1524747.0,96.08
South West,National Health Reform Agreement,2024,39697080.0,20840967.0,18856113.0,38101686.0,1595394.0,95.98
South West,Preventive Health,2019,3220767.0,1610384.0,1610384.0,3215575.0,5192.0,99.84
South West,Preventive Health,2020,3325785.0,1679521.0,1646264.0,3128706.0,197079.0,94.07
South West,Preventive Health,2021,3508878.0,1789528.0,1719350.0,3488116.0,20762.0,99.41
South West,Preventive Health,2022,3482111.0,1793287.0,1688824.0,3345926.0,136185.0,96.09
South West,Preventive Health,2023,3491849.0,1815762.0,1676088.0,3400856.0,90993.0,97.39
South West,Preventive Health,2024,3698775.0,1941857.0,1756918.0,3530777.0,167998.0,95.46
South West,Public Health,2019,4553299.0,2276650.0,2276650.0,4523169.0,30130.0,99.34
South West,Public Health,2020,4479055.0,2261923.0,2217132.0,4248664.0,230391.0,94.86
South West,Public Health,2021,4578562.0,2335067.0,2243495.0,4381062.0,197500.0,95.69
South West,Public Health,2022,5006514.0,2578355.0,2428159.0,4976787.0,29727.0,99.41
South West,Public Health,2023,5057529.0,2629915.0,2427614.0,5013701.0,43827.0,99.13
South West,Public Health,2024,5211246.0,2735904.0,2475342.0,5108328.0,102918.0,98.03
South West,Teaching & Research,2019,4534512.0,2267256.0,2267256.0,4531399.0,3113.0,99.93
South West,Teaching & Research,2020,4611943.0,2329031.0,2282912.0,4592941.0,19002.0,99.59
South West,Teaching & Research,2021,4820847.0,2458632.0,2362215.0,4498227.0,322621.0,93.31
South West,Teaching & Research,2022,4982111.0,2565787.0,2416324.0,4962153.0,19958.0,99.6
South West,Teaching & Research,2023,4937182.0,2567335.0,2369847.0,4893723.0,43459.0,99.12
South West,Teaching & Research,2024,5117735.0,2686811.0,2430924.0,5100701.0,17034.0,99.67
Sunshine Coast,Capital Funding,2019,54558996.0,27279498.0,27279498.0,51606314.0,2952682.0,94.59
Sunshine Coast,Capital Funding,2020,54514137.0,27529639.0,26984498.0,53556010.0,958128.0,98.24
Sunshine Coast,Capital Funding,2021,58423694.0,29796084.0,28627610.0,55720169.0,2703525.0,95.37
Sunshine Coast,Capital Funding,2022,61120524.0,31477070.0,29643454.0,57221021.0,3899503.0,93.62
Sunshine Coast,Capital Funding,2023,59104420.0,30734299.0,28370122.0,56745100.0,2359320.0,96.01
Sunshine Coast,Capital Funding,2024,61586591.0,32332960.0,29253631.0,58376697.0,3209894.0,94.79
Sunshine Coast,Indigenous Health,2019,70650023.0,35325011.0,35325011.0,69215310.0,1434713.0,97.97
Sunshine Coast,Indigenous Health,2020,73469863.0,37102281.0,36367582.0,69367242.0,4102622.0,94.42
Sunshine Coast,Indigenous Health,2021,74446070.0,37967496.0,36478574.0,69280781.0,5165289.0,93.06
Sunshine Coast,Indigenous Health,2022,77508541.0,39916899.0,37591643.0,76625471.0,883070.0,98.86
Sunshine Coast,Indigenous Health,2023,82060510.0,42671465.0,39389045.0,79632661.0,2427849.0,97.04
Sunshine Coast,Indigenous Health,2024,85359615.0,44813798.0,40545817.0,82516974.0,2842641.0,96.67
Sunshine Coast,Mental Health,2019,104386048.0,52193024.0,52193024.0,101803271.0,2582776.0,97.53
Sunshine Coast,Mental Health,2020,110636926.0,55871647.0,54765278.0,107518563.0,3118362.0,97.18
Sunshine Coast,Mental Health,2021,118038339.0,60199553.0,57838786.0,115615433.0,2422906.0,97.95
Sunshine Coast,Mental Health,2022,116801902.0,60152979.0,56648922.0,111476809.0,5325093.0,95.44
Sunshine Coast,Mental Health,2023,122497341.0,63698618.0,58798724.0,120418033.0,2079308.0,98.3
Sunshine Coast,Mental Health,2024,126501420.0,66413246.0,60088175.0,122129047.0,4372373.0,96.54
Sunshine Coast,National Health Reform Agreement,2019,494326966.0,247163483.0,247163483.0,482262189.0,12064778.0,97.56
Sunshine Coast,National Health Reform Agreement,2020,511355900.0,258234730.0,253121171.0,488216238.0,23139663.0,95.47
Sunshine Coast,National Health Reform Agreement,2021,542770895.0,276813157.0,265957739.0,523865205.0,18905690.0,96.52
Sunshine Coast,National Health Reform Agreement,2022,525198465.0,270477210.0,254721256.0,500966521.0,24231944.0,95.39
Sunshine Coast,National Health Reform Agreement,2023,567308467.0,295000403.0,272308064.0,551262077.0,16046390.0,97.17
Sunshine Coast,National Health Reform Agreement,2024,591541494.0,310559284.0,280982210.0,555457704.0,36083790.0,93.9
Sunshine Coast,Preventive Health,2019,43596447.0,21798224.0,21798224.0,42835108.0,761339.0,98.25
Sunshine Coast,Preventive Health,2020,46061828.0,23261223.0,22800605.0,45089091.0,972737.0,97.89
Sunshine Coast,Preventive Health,2021,48441891.0,24705364.0,23736527.0,45339336.0,3102555.0,93.6
Sunshine Coast,Preventive Health,2022,50060434.0,25781124.0,24279311.0,46895944.0,3164490.0,93.68
Sunshine Coast,Preventive Health,2023,48915733.0,25436181.0,23479552.0,48344626.0,571108.0,98.83
Sunshine Coast,Preventive Health,2024,49920070.0,26208037.0,23712033.0,49657107.0,262963.0,99.47
Sunshine Coast,Public Health,2019,60359749.0,30179874.0,30179874.0,57857849.0,2501899.0,95.86
Sunshine Coast,Public Health,2020,63149886.0,31890692.0,31259193.0,58755049.0,4394836.0,93.04
Sunshine Coast,Public Health,2021,67785034.0,34570367.0,33214667.0,64674425.0,3110609.0,95.41
Sunshine Coast,Public Health,2022,66258237.0,34122992.0,32135245.0,65990821.0,267415.0,99.6
Sunshine Coast,Public Health,2023,72843434.0,37878586.0,34964848.0,71315284.0,1528150.0,97.9
Sunshine Coast,Public Health,2024,71069653.0,37311568.0,33758085.0,66699836.0,4369817.0,93.85
Sunshine Coast,Teaching & Research,2019,64104327.0,32052163.0,32052163.0,62447524.0,1656803.0,97.42
Sunshine Coast,Teaching & Research,2020,66149852.0,33405675.0,32744177.0,62456886.0,3692966.0,94.42
Sunshine Coast,Teaching & Research,2021,68335188.0,34850946.0,33484242.0,64176915.0,4158273.0,93.91
Sunshine Coast,Teaching & Research,2022,67490821.0,34757773.0,32733048.0,64525818.0,2965004.0,95.61
Sunshine Coast,Teaching & Research,2023,70607267.0,36715779.0,33891488.0,65937672.0,4669595.0,93.39
Sunshine Coast,Teaching & Research,2024,72683817.0,38159004.0,34524813.0,72512912.0,170905.0,99.76
Torres and Cape,Capital Funding,2019,4536090.0,2268045.0,2268045.0,4484859.0,51231.0,98.87
Torres and Cape,Capital Funding,2020,4821843.0,2435031.0,2386812.0,4740688.0,81155.0,98.32
Torres and Cape,Capital Funding,2021,5018620.0,2559496.0,2459124.0,4828620.0,189999.0,96.21
Torres and Cape,Capital Funding,2022,5163132.0,2659013.0,2504119.0,4991110.0,172022.0,96.67
Torres and Cape,Capital Funding,2023,5301835.0,2756954.0,2544881.0,5021555.0,280280.0,94.71
Torres and Cape,Capital Funding,2024,5349403.0,2808436.0,2540966.0,5195919.0,153484.0,97.13
Torres and Cape,Indigenous Health,2019,15460672.0,7730336.0,7730336.0,14732728.0,727945.0,95.29
Torres and Cape,Indigenous Health,2020,15557987.0,7856784.0,7701204.0,15014258.0,543729.0,96.51
Torres and Cape,Indigenous Health,2021,16617093.0,8474717.0,8142376.0,16561831.0,55262.0,99.67
Torres and Cape,Indigenous Health,2022,16354142.0,8422383.0,7931759.0,15631645.0,722497.0,95.58
Torres and Cape,Indigenous Health,2023,17282174.0,8986730.0,8295443.0,16502412.0,779762.0,95.49
Torres and Cape,Indigenous Health,2024,17414106.0,9142405.0,8271700.0,16363007.0,1051098.0,93.96
Torres and Cape,Mental Health,2019,9141861.0,4570931.0,4570931.0,8859845.0,282016.0,96.92
Torres and Cape,Mental Health,2020,9604207.0,4850124.0,4754082.0,9249193.0,355014.0,96.3
Torres and Cape,Mental Health,2021,9708137.0,4951150.0,4756987.0,9488692.0,219445.0,97.74
Torres and Cape,Mental Health,2022,10089508.0,5196097.0,4893411.0,9754209.0,335299.0,96.68
Torres and Cape,Mental Health,2023,10557525.0,5489913.0,5067612.0,10140297.0,417228.0,96.05
Torres and Cape,Mental Health,2024,10783338.0,5661252.0,5122086.0,10271445.0,511893.0,95.25
Torres and Cape,National Health Reform Agreement,2019,42843363.0,21421681.0,21421681.0,40090948.0,2752415.0,93.58
Torres and Cape,National Health Reform Agreement,2020,42316471.0,21369818.0,20946653.0,39599961.0,2716510.0,93.58
Torres and Cape,National Health Reform Agreement,2021,44037534.0,22459142.0,21578392.0,43162356.0,875178.0,98.01
Torres and Cape,National Health Reform Agreement,2022,44450713.0,22892117.0,21558596.0,42969594.0,1481119.0,96.67
Torres and Cape,National Health Reform Agreement,2023,48738856.0,25344205.0,23394651.0,45778205.0,2960651.0,93.93
Torres and Cape,National Health Reform Agreement,2024,47006153.0,24678230.0,22327923.0,46799226.0,206927.0,99.56
Torres and Cape,Preventive Health,2019,3738298.0,1869149.0,1869149.0,3593910.0,144389.0,96.14
Torres and Cape,Preventive Health,2020,4085991.0,2063426.0,2022566.0,3903851.0,182140.0,95.54
Torres and Cape,Preventive Health,2021,4071729.0,2076582.0,1995147.0,4069954.0,1775.0,99.96
Torres and Cape,Preventive Health,2022,4361622.0,2246235.0,2115386.0,4334587.0,27034.0,99.38
Torres and Cape,Preventive Health,2023,4253904.0,2212030.0,2041874.0,3971025.0,282879.0,93.35
Torres and Cape,Preventive Health,2024,4357443.0,2287657.0,2069785.0,4055169.0,302274.0,93.06
Torres and Cape,Public Health,2019,5488498.0,2744249.0,2744249.0,5427199.0,61298.0,98.88
Torres and Cape,Public Health,2020,5520100.0,2787650.0,2732449.0,5266782.0,253318.0,95.41
Torres and Cape,Public Health,2021,5864446.0,2990867.0,2873579.0,5824586.0,39860.0,99.32
Torres and Cape,Public Health,2022,5847376.0,3011398.0,2835977.0,5585631.0,261744.0,95.52
Torres and Cape,Public Health,2023,5934571.0,3085977.0,2848594.0,5807732.0,126839.0,97.86
Torres and Cape,Public Health,2024,6282582.0,3298356.0,2984227.0,5916045.0,366537.0,94.17
Torres and Cape,Teaching & Research,2019,5197617.0,2598808.0,2598808.0,5138577.0,59040.0,98.86
Torres and Cape,Teaching & Research,2020,5696055.0,2876508.0,2819547.0,5685232.0,10823.0,99.81
Torres and Cape,Teaching & Research,2021,5597984.0,2854972.0,2743012.0,5351238.0,246746.0,95.59
Torres and Cape,Teaching & Research,2022,5917100.0,3047306.0,2869793.0,5856218.0,60881.0,98.97
Torres and Cape,Teaching & Research,2023,5836692.0,3035080.0,2801612.0,5774897.0,61795.0,98.94
Torres and Cape,Teaching & Research,2024,6126105.0,3216205.0,2909900.0,5712315.0,413791.0,93.25
Townsville,Capital Funding,2019,36127751.0,18063876.0,18063876.0,33762771.0,2364981.0,93.45
Townsville,Capital Funding,2020,37241700.0,18807059.0,18434642.0,34989931.0,2251769.0,93.95
Townsville,Capital Funding,2021,38821983.0,19799211.0,19022771.0,36978030.0,1843952.0,95.25
Townsville,Capital Funding,2022,41020005.0,21125302.0,19894702.0,39053258.0,1966747.0,95.21
Townsville,Capital Funding,2023,41850011.0,21762006.0,20088005.0,39889005.0,1961005.0,95.31
Townsville,Capital Funding,2024,42191511.0,22150543.0,20040968.0,42094005.0,97507.0,99.77
Townsville,Indigenous Health,2019,49492999.0,24746500.0,24746500.0,46513240.0,2979759.0,93.98
Townsville,Indigenous Health,2020,51571102.0,26043407.0,25527696.0,49747321.0,1823781.0,96.46
Townsville,Indigenous Health,2021,51325294.0,26175900.0,25149394.0,48573930.0,2751364.0,94.64
Townsville,Indigenous Health,2022,52510115.0,27042709.0,25467406.0,50930984.0,1579131.0,96.99
Townsville,Indigenous Health,2023,56666049.0,29466346.0,27199704.0,55834674.0,831375.0,98.53
Townsville,Indigenous Health,2024,57536661.0,30206747.0,27329914.0,54371023.0,3165638.0,94.5
Townsville,Mental Health,2019,73643853.0,36821927.0,36821927.0,70265024.0,3378829.0,95.41
Townsville,Mental Health,2020,77596971.0,39186470.0,38410501.0,74720843.0,2876128.0,96.29
Townsville,Mental Health,2021,77148456.0,39345713.0,37802743.0,76766544.0,381912.0,99.5
Townsville,Mental Health,2022,78178928.0,40262148.0,37916780.0,76150564.0,2028364.0,97.41
Townsville,Mental Health,2023,86726517.0,45097789.0,41628728.0,82236495.0,4490021.0,94.82
Townsville,Mental Health,2024,87866472.0,46129898.0,41736574.0,83761975.0,4104497.0,95.33
Townsville,National Health Reform Agreement,2019,351043643.0,175521822.0,175521822.0,329557276.0,21486367.0,93.88
Townsville,National Health Reform Agreement,2020,354175315.0,178858534.0,175316781.0,347421735.0,6753580.0,98.09
Townsville,National Health Reform Agreement,2021,347572268.0,177261857.0,170310411.0,344862938.0,2709330.0,99.22
Townsville,National Health Reform Agreement,2022,380962817.0,196195851.0,184766966.0,358754098.0,22208719.0,94.17
Townsville,National Health Reform Agreement,2023,388725382.0,202137199.0,186588183.0,381245031.0,7480351.0,98.08
Townsville,National Health Reform Agreement,2024,403556484.0,211867154.0,191689330.0,391709431.0,11847053.0,97.06
Townsville,Preventive Health,2019,30881881.0,15440940.0,15440940.0,29709426.0,1172454.0,96.2
Townsville,Preventive Health,2020,31588959.0,15952424.0,15636535.0,30209065.0,1379894.0,95.63
Townsville,Preventive Health,2021,33434830.0,17051763.0,16383067.0,32879335.0,555495.0,98.34
Townsville,Preventive Health,2022,35140570.0,18097394.0,17043177.0,33495464.0,1645107.0,95.32
Townsville,Preventive Health,2023,33497761.0,17418836.0,16078925.0,32432284.0,1065477.0,96.82
Townsville,Preventive Health,2024,36778209.0,19308560.0,17469649.0,34910614.0,1867595.0,94.92
Townsville,Public Health,2019,43286490.0,21643245.0,21643245.0,40990978.0,2295512.0,94.7
Townsville,Public Health,2020,45871138.0,23164925.0,22706213.0,45468809.0,402329.0,99.12
Townsville,Public Health,2021,46086736.0,23504235.0,22582500.0,43415871.0,2670865.0,94.2
Townsville,Public Health,2022,48932809.0,25200397.0,23732413.0,48193157.0,739652.0,98.49
Townsville,Public Health,2023,47580830.0,24742031.0,22838798.0,45121981.0,2458849.0,94.83
Townsville,Public Health,2024,50061388.0,26282229.0,23779159.0,47672072.0,2389317.0,95.23
Townsville,Teaching & Research,2019,44149619.0,22074810.0,22074810.0,42380144.0,1769475.0,95.99
Townsville,Teaching & Research,2020,45090272.0,22770587.0,22319684.0,42884717.0,2205554.0,95.11
Townsville,Teaching & Research,2021,44755664.0,22825389.0,21930275.0,42265584.0,2490080.0,94.44
Townsville,Teaching & Research,2022,47550952.0,24488740.0,23062212.0,44526100.0,3024852.0,93.64
Townsville,Teaching & Research,2023,50182623.0,26094964.0,24087659.0,48334056.0,1848567.0,96.32
Townsville,Teaching & Research,2024,48795551.0,25617664.0,23177887.0,48069122.0,726429.0,98.51
West Moreton,Capital Funding,2019,36035937.0,18017968.0,18017968.0,35756171.0,279766.0,99.22
West Moreton,Capital Funding,2020,38258965.0,19320777.0,18938188.0,36490139.0,1768826.0,95.38
West Moreton,Capital Funding,2021,39325530.0,20056021.0,19269510.0,37409893.0,1915637.0,95.13
West Moreton,Capital Funding,2022,40222751.0,20714717.0,19508034.0,37632107.0,2590645.0,93.56
West Moreton,Capital Funding,2023,41302318.0,21477205.0,19825113.0,40308452.0,993866.0,97.59
West Moreton,Capital Funding,2024,40204240.0,21107226.0,19097014.0,38783503.0,1420737.0,96.47
West Moreton,Indigenous Health,2019,49121345.0,24560673.0,24560673.0,46685436.0,2435909.0,95.04
West Moreton,Indigenous Health,2020,50063338.0,25281985.0,24781352.0,47030009.0,3033329.0,93.94
West Moreton,Indigenous Health,2021,49004647.0,24992370.0,24012277.0,47708557.0,1296090.0,97.36
West Moreton,Indigenous Health,2022,52351924.0,26961241.0,25390683.0,51232532.0,1119392.0,97.86
West Moreton,Indigenous Health,2023,52219301.0,27154036.0,25065264.0,49705903.0,2513398.0,95.19
West Moreton,Indigenous Health,2024,54031056.0,28366305.0,25664752.0,53615453.0,415604.0,99.23
West Moreton,Mental Health,2019,72435248.0,36217624.0,36217624.0,69774503.0,2660745.0,96.33
West Moreton,Mental Health,2020,74605332.0,37675693.0,36929639.0,73527388.0,1077944.0,98.56
West Moreton,Mental Health,2021,73341525.0,37404178.0,35937347.0,72076037.0,1265488.0,98.27
West Moreton,Mental Health,2022,77654878.0,39992262.0,37662616.0,72658139.0,4996738.0,93.57
West Moreton,Mental Health,2023,81457207.0,42357748.0,39099460.0,76626966.0,4830241.0,94.07
West Moreton,Mental Health,2024,85295384.0,44780076.0,40515307.0,80697965.0,4597418.0,94.61
West Moreton,National Health Reform Agreement,2019,330002392.0,165001196.0,165001196.0,327459781.0,2542611.0,99.23
West Moreton,National Health Reform Agreement,2020,338558784.0,170972186.0,167586598.0,323745997.0,14812787.0,95.62
West Moreton,National Health Reform Agreement,2021,337464519.0,172106905.0,165357614.0,336744659.0,719860.0,99.79
West Moreton,National Health Reform Agreement,2022,348028610.0,179234734.0,168793876.0,346375934.0,1652676.0,99.53
West Moreton,National Health Reform Agreement,2023,379924416.0,197560696.0,182363720.0,362924770.0,16999647.0,95.53
West Moreton,National Health Reform Agreement,2024,379723749.0,199354968.0,180368781.0,364161324.0,15562424.0,95.9
West Moreton,Preventive Health,2019,30667392.0,15333696.0,15333696.0,29532568.0,1134823.0,96.3
West Moreton,Preventive Health,2020,30235486.0,15268920.0,14966566.0,29297457.0,938029.0,96.9
West Moreton,Preventive Health,2021,31793689.0,16214782.0,15578908.0,30388518.0,1405172.0,95.58
West Moreton,Preventive Health,2022,32389550.0,16680618.0,15708932.0,31483102.0,906448.0,97.2
West Moreton,Preventive Health,2023,32471063.0,16884953.0,15586110.0,30688911.0,1782152.0,94.51
West Moreton,Preventive Health,2024,33224943.0,17443095.0,15781848.0,32414002.0,810941.0,97.56
West Moreton,Public Health,2019,40510197.0,20255098.0,20255098.0,40099910.0,410287.0,98.99
West Moreton,Public Health,2020,44168509.0,22305097.0,21863412.0,42950680.0,1217829.0,97.24
West Moreton,Public Health,2021,44724810.0,22809653.0,21915157.0,42473445.0,2251365.0,94.97
West Moreton,Public Health,2022,44130744.0,22727333.0,21403411.0,41920582.0,2210163.0,94.99
West Moreton,Public Health,2023,47148144.0,24517035.0,22631109.0,45790898.0,1357246.0,97.12
West Moreton,Public Health,2024,49821041.0,26156047.0,23664995.0,46601153.0,3219888.0,93.54
West Moreton,Teaching & Research,2019,43212301.0,21606151.0,21606151.0,40349659.0,2862643.0,93.38
West Moreton,Teaching & Research,2020,41735286.0,21076319.0,20658967.0,40293544.0,1441742.0,96.55
West Moreton,Teaching & Research,2021,44243294.0,22564080.0,21679214.0,42830312.0,1412982.0,96.81
West Moreton,Teaching & Research,2022,47059261.0,24235519.0,22823742.0,44067832.0,2991429.0,93.64
West Moreton,Teaching & Research,2023,47503704.0,24701926.0,22801778.0,45547726.0,1955977.0,95.88
West Moreton,Teaching & Research,2024,48853125.0,25647891.0,23205235.0,46373516.0,2479610.0,94.92
Wide Bay,Capital Funding,2019,24732563.0,12366281.0,12366281.0,24714096.0,18467.0,99.93
Wide Bay,Capital Funding,2020,24118734.0,12179961.0,11938773.0,23162512.0,956221.0,96.04
Wide Bay,Capital Funding,2021,26530806.0,13530711.0,13000095.0,25414918.0,1115888.0,95.79
Wide Bay,Capital Funding,2022,27182830.0,13999157.0,13183673.0,27072419.0,110411.0,99.59
Wide Bay,Capital Funding,2023,28118986.0,14621873.0,13497113.0,26760524.0,1358462.0,95.17
Wide Bay,Capital Funding,2024,28136489.0,14771657.0,13364832.0,26336265.0,1800224.0,93.6
Wide Bay,Indigenous Health,2019,32301225.0,16150612.0,16150612.0,30751290.0,1549935.0,95.2
